text,emotion
"Bütün şehre olağanüstü bir sevinç ve neşe hakim oldu; her yerde, her evde dans ve şarkılar yükseldi.",excitement
"Hiçbir hükümdar, bu alt hücreyi ele geçirdiğimde içimi dolduran sevinç kadar coşkuyla tahta çıkmamıştı.",excitement
"Öyle neşeli, öyle çılgınca yolculuk ettik ki, Hiçbir gölge geçmedi önümüze; Yine de çocuklar gibi keyifle geri dönüyoruz, tatilimizi keyifle geçiriyoruz.",excitement
O ve adamları Albanich'i gördüklerine çok sevindiler ve onların başında Feargus'u görünce sevinçten adeta kendinden geçmiş gibi oldu.,excitement
"Yani,"" mutlulukla güldü, ""bayrağımı öne çektiğinizde şöyle gideceksiniz...""",excitement
"Sevincim o kadar büyüktü, sevincim o kadar derindi ki onları okumaya başlamaya karar veremedim ve sadece kitapları parmaklarımla gezdirdim, elimi okşayarak üzerlerinde gezdirdim.",excitement
Sonra şövalyenin tamamen beyaz bir zırha büründüğünü ve kalkanının üzerinde bir kalp aygıtının bulunduğunu görünce Sör Galahad'ın yüreği son derece sevinçle doldu; çünkü onun Sir Perceval olduğunu biliyordu.,excitement
Jane biraz sersemlemiş hissetti ve banka oturdu.,excitement
Gertrude'un yüzü bir anda sevinçten aydınlandı ve bağırdı:,excitement
"Yozio'nun baş döndürücü olmaya başladığı anı biliyorum; ve burcumun ne olduğunu biliyor musun?""",excitement
"Gözleri memnuniyetle parlıyordu; daha önce hiç kahveyi böyle tatmamışlardı ve çok sevinmişlerdi: ""Trablus her zaman İngilizlerindir!""",excitement
"Ölmekte olan adamın tek mavi gözüne bir neşe parıltısı geldi ve şöyle dedi: ""Planlarımın doğru olduğunu bilmek için bir saat yaşamak isterdim; onlardan yirmi tanesini ele geçirmeli ya da yok etmeliyiz.""",excitement
Ann Veronica neşeli ve biraz da neşeli görünüyordu ve babasının oturma davetini dikkate almadı.,excitement
"Sahilden sekiz ay süren tehlikeli yolculuktan sonra sonunda dinlenme şehirlerinin, İncil'deki altın Ophir'in duvarlarını gördüklerini gören gezginler sevinçle çığlık atsınlar.",excitement
"Seni tekrar gördüğüme sevindim,"" diye kekeleyen Leopold, Rosabel'in güzel yüzünü ve şeklini zorlukla seçebildiği bohçaya doğru koştu.",excitement
Kalabalığımızdan tepeleri çınlatan bir sevinç çığlığı yükseldi.,excitement
"Daisy yattığı yerden onu göremese de sevinç aksanıyla bağırdı: ""Bu baba!""",excitement
"Dudaklarını birbirine bastırdı ve yüzü bir an için sevinçle aydınlandı.""",excitement
Mösyö Koupriane sizi ağırlamaktan büyük mutluluk duyacaktır ama şu anda teftişte.,excitement
"Ah, işte burada,"" diye ekledi ve sevinçle odasına gitmek üzere döndü.",excitement
"Sevinçle, söz verdiği ödülü almayı umarak onu Kral'ın kızına getirdi.",excitement
"John oraya bakıyor, şişkin canavara hayran kalıyor; Bu iki beyinden hangisinin en az beyine sahip olduğuna yemin etmek zor.",excitement
"Neşeyle, neşeyle ağaçtakiler, Mavikuş ve ardıç kuşu bana şarkı söylüyor; Pencerenin etrafında uçtuklarını gör; Kuşlar memnun, ben de.",excitement
"Güneşe uyandı, mutlu bir kalple uyandı ve yalnızca kasabaya ilk kaçtıklarında yorgun bir şekilde gelen o sessiz, karanlık uyku gecelerinden biriyle yeni neşelenmişti.",excitement
Odaya giren bu kadın sevinçle haykırdı: “Sizce şimdi ne yapıyoruz?,excitement
Büyük bir zevk heyecanıyla ayağa fırladım ve haberciyi büyüleyici bir gülümsemeyle selamlayarak oturması için yalvardım.,excitement
"Ateşlenen her sevinç ve coşkuyla, Arzu edilen tüm kalple büyülenmiş, O gece sayısız ev sahibi sevinçten çılgına döndü.",excitement
"O dilenci, mutlak sevinç ve mutlulukla dolu, Uyanmış Olan'ın öğretisinde kararlı, Tüm koşulların sona erdiği mutluluğa ulaşır, Huzur Hali'ne ulaşır.",excitement
İyi şarkı söylediğini hissetti; yüreği mutluluktan uçuyordu.,excitement
"Steve, sanki bu ağaçların keşfedilmiş olmasıyla gerçekten ona aitmiş gibi, sesinde bir sevinç dalgasıyla, dedi Steve.",excitement
Gelmeyi seçen herkes memnuniyetle karşılandı ve herkes neşe ve mutluluk içindeydi.,excitement
Kaptanın merdivenlerden yukarı koştuğunu gördü ve zilin çaldığını duyunca kalbi sevinçle çarptı.,excitement
Zaten hepimiz oldukça neşeli hissediyorduk ve bu biraz eğlenmek için bir şans gibi görünüyordu.,excitement
Onu tanır tanımaz sevinçten ağlamaya başlar ve onları birbiri ardına öper.,excitement
"diye bağırdı Colin, o ve subaylar Corinne'i kendilerine çekip birlikte sınırsızca konuşabildiklerinde yüzü sevinç ve coşkuyla doluydu; ""Sanki bir daha asla İngilizlere karşı taraf olamayacakmışım gibi hissediyorum!",excitement
Hérode çok sevinmişti ve ellerini ovuşturup coşkulu zevkiyle genişçe sırıtırken yüzü dolunay gibi parlıyordu; Çünkü makbuzlar çok büyüktü ve kasa da patlayacak kadar doluydu.,excitement
Sonra büyük gözlerini ateşe dikerek ve hiç de küçümsenmeyecek bir mutlulukla mırıldanarak ateşe döndü.,excitement
"O kadar mutluyum ki, insanlar bakmasa ve buna gülseler hemen bir iki şakayı keserdim.",excitement
"Elbette hepimiz çok mutluyduk ve Arnavut, çılgın dağ şarkılarından birkaçını söyledi.",excitement
"Daha sonra Kaucalyā, ön törenleri gerçekleştirerek büyük bir neşe içinde atı üç vuruşla öldürdü.",excitement
"Dolly, sevinçten coşmuş bir halde, başlangıca kadar her şeyi canlı tuttu.",excitement
"Okuyucunun da tahmin edebileceği gibi, olayların gidişatından dolayı çok mutluydum ve Voltaire'in Gertrude Forrest'ı kazanma fikrine içten içe gülmeye başladım.",excitement
Bir öncekinden daha büyük olan her sarı yumrunun üzerinde neşe dolu ünlemler ve birbirinden kopuk kelimelerle birbirlerine bağırdılar.,excitement
Acaba o evi yeniden görebilecek miyim?,excitement
"Mutluydum, gece gelip fırtına çıkana kadar suların üzerindeki parlak güneş ışınlarıyla şarkı söyleyip oynadım; ve ah, dalgalar nasıl kükredi ve rüzgarlar nasıl da uğuldadı!",excitement
"Derin canne, Neşeli derin canne, Özgürce içerken, Şarkı söyle, Kaç, Bir kral kadar neşeli ol, Ve şehvetli bir kahkaha at.",excitement
"Öğleden önce gerçekten de adamlardan büyük bir sevinç çığlığı yükseldi, çünkü önlerinde açık bir nehrin aktığı bir körfez vardı.",excitement
Gülümsemek kolaydı çünkü içimdeki kalp sevinçle çarpıyordu.,excitement
"diye bağırdı Zoe, odada coşkuyla dans ederken, gözleri parlıyordu ve yanakları sevinçten kızarmıştı.",excitement
"Ruhunun ufkunun altından gelen bir mutluluk parıltısı, tıpkı göksel bir sabahın kuzey ışıkları gibi yüzünün gökyüzüne doğru yükseldi.",excitement
"Hickey bir sevinç çığlığı atarak üzerlerine atladı, saydı ve cebine attı.",excitement
"atlar ve adamlarla Savaş alanı neşeliydi; Duffingen'de çelik çelikle kapatılmıştı-- Ve neşeliydi bizim delikanlımız o zamanlar, Ve neşeliydi yaşasın!",excitement
"Engin, mutlu bir kesinliğin sakinliği onu sarmıştı; inanılmayacak kadar büyük bir mutluluk.",excitement
"Neredeyse bağırarak Baştankara ayağa fırladı, parmaklarını şıklattı ve neredeyse bir dakika süren çılgın bir coşku içinde dans etti.",excitement
Bayan Susan nefes kesen bir keyif havasıyla çarşafları açtı.,excitement
Kahkahalar ve konuşmalarla dudaklarından yenilenmiş bir neşe fışkırmaya başladı.,excitement
"Dünyevi olmayan bir haz duygusu, ruh gibi görünen bir varoluşun bütün çerçevesi boyunca parladı; ve soluk, alçak ama nefis bir müzik, heyecan verici bir şekilde salonda süzüldü.",excitement
"Çiftçi, sürüsünde parıldadığında memnun oluyor, Şimdi saban izlerini araştırıyor, şimdi onu neşelendirmek için tırmanıyor; Bekçi onun tatlı, basit melodisinden keyif alıyor, Ve onu incelemek ve dinlemek için küreğine yaslanıyor.",excitement
"Erkekler, gülen, sevinçli bir kalabalık halinde eylem istasyonlarına doğru yola çıktılar.",excitement
"dedi ve sesindeki gerçek heyecan, nadir ve şaşmaz bir zevki ele veriyordu.",excitement
"Altın bir şamdan türbenizi süsleyecek' dedi ve gözleri parladı, esmer yüzünde bir neşe parıltısı parladı.",excitement
"sadece düşün, göz kırpacak zaman bile yok; insanı sersemletir.",excitement
Olivette Colne'un korunaklı sularına girdiğinde sevinçle bağırdı.,excitement
"Louis, kralı uzaktan gördüğü anda özgürlük havasını solumanın coşkusuyla atından aşağı atladı ve ağlayarak yere diz çöktü.",excitement
"Forsooth, maymunların en önde geleni olan Sugriva'yı sevindiriyor, karısını geri alıyor, krallığını yeniden kazanıyor ve muhteşem bir ihtişama kavuşuyor.""",excitement
"Phœbe, Aldred, Dora ve Myfanwy mutlak bir sevinç ulumasıyla ayağa fırladılar.",excitement
"""Sax Kralı James'in zamanında Jeddart'ta aynı isimde yedi mair ile beslenmeye hak kazanan, 'Unchancy Dand' lakaplı Laverockstanes'li Andrew Ellwald'la olan ilişkilerini yayınlamak onların göğsünde gururla parlıyordu.""",excitement
"Ve şimdi sonunda güneş ormanın ardından batıyor, Ve çok mutluyum, çünkü iyi bir iş yaptığımı biliyorum.",excitement
"Zümrüt gözleri üzerime düştüğünde göğsüm içsel, coşkulu bir sevinçle inip kalktı.",excitement
"Görevini tamamlamaya devam ederken, sanki uzun süredir dengede olan ve tanımlanmamış bir meselenin muzaffer bir şekilde sona ermesinden sonra, dudaklarıyla, gözleriyle, güçlü genç vücudunun sıcak coşkusuyla hâlâ gülümsedi.",excitement
"Bu beni alt etti; sevinçle yüksek sesle bağırdım, kollarımı ağaca doladım ve onu öptüm.",excitement
"Kral parmağını dudaklarının üzerine koydu; Kalbi mutlulukla dolu olan Saint-Aignan aceleyle geri çekildi ve mübaşire M. Fouquet'yi tanıştırmasını söyledi, o da bunun üzerine kralın dairesine girdi.",excitement
Heyecanla parmak uçlarında yükselen Georgina aniden tiz bir duygu çığlığı attı.,excitement
Hemen lord hazretlerine doğru hızla ilerleyerek onu büyük bir sevinç ve şevkle selamladım ve ardından şarkı söyledim:,excitement
Paris'i düşündüğünde çantasının derisi adeta coşkuyla gıcırdıyor.,excitement
"Size, Meister Spielhagen'e, size Bay Dr. Barth'a ve bana burada toplanma onurunu bahşeden tüm topluluğa, büyük bir mutluluk içinde, en derin teşekkürlerimi ifade ediyorum.",excitement
"Kral Münzevi buna çok sevindi ve yeğenini sordu ve ona, oradan ayrıldığından beri onu görmediğini söyledi.",excitement
"sabırsız, sinirli yüzünde, açıkçası bilimsel bir coşku ifadesi bir patlama gibi alevlendi.",excitement
"Violet bir anda yanlarında belirdi ve neşeli bir ses tonuyla şöyle bağırdı: ""Ah, Eva ve Max!",excitement
"Yunanlılar bunu görünce sevinç çığlıkları atıyorlar, O kadar yüksek sesle Truva'nın duvarlarını sarsıyorlar.",excitement
"Fatihlerle karşılaştıklarında ""Yaşasın!"" diye bağırdıklarında aldıkları sevinç gerçekten baş döndürücüydü.",excitement
"Biliyorsunuz, elbette, yardım için şarkı söylediğinizi duyduğumuzda içimizden biri gitmiş olmalı ve ben çok mutluydum, eminim korkunç derecede mutluydum - ve yapacak hiçbir şey yoktu.",excitement
Ateşin Küçük Yaşlı Adamı o kadar mutluydu ki neşeyle dans etti.,excitement
"Beşimiz burada neşeyle tezahürat yapın; Anne, ben ve bebekler üç.",excitement
"dedi Rollo, aynı zamanda sevincini ifade etmek için yüksek bir atlayış yaparak; ""Orası!",excitement
diye bağırdı Anastasia yüksek sesle gülerek ve zafer kazanmış gibi kollarını kavuşturarak.,excitement
"Tam bu sırada neşeli bir ses onun sözünü kesti ve Frances, başlığını takmış halde odaya koştu.",excitement
"şöyle haykırıyordu: ""Bu koyunların görüntüsü beni heyecanlandırmaya başlıyor ve yerimde duramıyorum!",excitement
Çok geçmeden ondan mutlu bir yaşasın geldi ve koşarak kolunu arkadaşının boynuna doladı ve sevinçle bağırarak ayağa kalkmasına yardım etti:,excitement
"Ruhunun en derinlerindeki bir şey, onu beklentiyle titreten bir renk tonuyla heyecanlanıyordu.",excitement
Üzerime neşeli bir duygu hücum etti; Mağara geçidinin bilinmeyen tehlikelerinden sonra nihayet güvenliğe ulaşmıştım.,excitement
Sevinçle yavaşça ilerledik; Başımızı eğik pozisyondan kaldırıp özgürce havaya kaldırabildiğimizde kalplerimiz mutlulukla çarpıyordu.,excitement
"Gönül, onun güzelliğiyle, neşesiyle, lezzetiyle, bereketiyle heyecanlanır, onun genişliğine yetecek kadar genişler.",excitement
"Az sonra yeni gelenin gözü prensin üzerindeydi; büyük bir sevinç belirtisiyle aşağıya atladı ve şöyle haykırdı: ""Ah, ne mutluluk!",excitement
"Her ikisini de kendine kenetledi ve her damarına bir mutluluk ürpertisi gönderen bir ses tonuyla yumuşak bir sesle sordu: ""Bu hastalığı nasıl iyileştireceğiz?""",excitement
"Ah, sağduyunun geri gelmesi ne büyük mutluluktu O güzel, sıcak gemiyi görmek için.",excitement
"Az önce bir gezintiye çıktım ve herkese teşekkür ederek ve severek bir dilenci gibi oradan ayrılmak çok arzu edilir, çok keyifli görünüyordu.",excitement
"Gerçekten çok mutlu ve neşeli bir olaydı, birlikte geçireceğimiz hayatın bir kehanetiydi.",excitement
Aklına 'Ah!,excitement
"Neşeyle parlıyorlar, cesaretle parlıyorlar, imanla sarsılmazlar çünkü onları yürekten siz yarattınız.",excitement
"Başarısının sevinciyle, dizginleri sallayıp ""Kalk!"" demeye bile cesaret etti.",excitement
"İnsan onların gülüştüğünü ve tezahürat yaptığını sanıyor, diyor EDDARD, ""Oğullarım, bu bira içmekten daha iyi!",excitement
"diye bağırdı Mac keyifle; ve ""Misery"", geride kalmamaya kararlı olan ve birçok çabanın ardından titrek bir şekilde yükselip komşusuna katılmayı başardığında aramızda büyük bir sevinç oluştu.",excitement
"Ama şimdi yüzüm sevinçle kaplanırsa, düşünün Hannibal Kartaca kaybettiğinde güldü.",excitement
Yüz silah olayı duyurdu ve sevinç büyük ve kendiliğinden oldu.,excitement
Büyük bir sevinçle karşılandım ve Rabbimiz yüceliğini büyük toplulukta gösterdi.,excitement
Mandıracının yüreği sevinir ve bakir hazinesiyle birlikte tereyağı tepsisi görülmeye değer bir manzaraya dönüşür.,excitement
Kalbi heyecanlandı ve gözleri parladı; ve her yeni parça yeni bir sürpriz ve keyifti.,excitement
Varlığımı yoğun bir zevk heyecanı doldurdu ve ışık güçlendi.,excitement
"Dörtnal yapan üç kükreyen atının üzerinde böyle baş döndürücü bir şekilde yücelirken, neşeyle ilerledik.",excitement
"Neşeli ve tiz sesler çıkarırken, hücumcular homurdanıp sıçrayıp çembere hücum ediyor.",excitement
"Ve günahkar sevindi ve şöyle dedi: ""Şimdi gerçekten içeri gireceğim.",excitement
"Sonra sabah erkenden, Pat ıslık çalarak dışarı çıkma cesaretini gösterirken, Neşeli kahkahalar ve bağırışlarla nasıl da onun etrafında toplanıyorlar!",excitement
Sevinci yüzündeydi; dudaklarından neşeli sözler döküldü ve dansın labirentlerinde süzüldü.,excitement
"Sevinçleri bazen o kadar büyüktür ki, gözleri parlar, yüzleri parlar.",excitement
Ben bu adımı coşkulu bir heyecan ve romantik bir coşku içinde attım.,excitement
"Büyülenmiş, yüce bir neşenin coşkusuyla dolu olan çocuk, kutsal emanetleri saklandıkları yerden almak için elini uzattı.",excitement
"Bu, özü cennetin coşkusunu andıran bir sevinçti.",excitement
"Miss Bordereau yeğenini görür görmez neredeyse neşeyle bağırdı: ""Üç bin verecek, yarın üç bin!""",excitement
"İşte eski ülke"" dedi Larry, heyecandan şapkasını fırlattı ve neredeyse denize düşüyordu.",excitement
Özellikle yüz hatları tamamen alçı şeritlerle bir arada tutuluyormuş gibi görünen bir ikinci teğmenden memnun ünlemler geliyor.,excitement
Ben varım! Andy aniden bağırdı ve çılgın bir sevinç gösterisiyle uyku tulumunu yakaladı.,excitement
"Kahya, gönül rahatlığıyla aceleyle uzaklaştı, kolay kaçmasına seviniyordu.",excitement
"diye bağırdı Trench, doğrulup olay yerine heyecanla bakarken.",excitement
Belki de o kasvetli mahzende daha önce hiç duyulmamış bir sevinç ve coşku çığlığıyla öne doğru fırladı ve ayaklarının dibine düştü.,excitement
Sahilden ayrılıp kampı gördüklerinde şaşkınlık ve sevinç çığlıkları attılar.,excitement
"Ne mutlu görmedikleri halde iman edenlere; Onlar, görmedikleri halde İSA'yı sevmişler ve anlatılamaz bir sevinçle, hatta yücelik dolu bir sevinçle sevinirler.",excitement
"Sevinç ""cennette"" ve ""meleklerin huzurunda"" gerçekleşir (ενωπιον τῶν ἀγγέλων).",excitement
"Şişman en neşeli sesiyle seslendi: ""Merhaba, bir kulübe yapacağız!""",excitement
Clara'nın yüreği ne büyük bir mutluluktu; benim yüreğim ise kurtuluş umudunun coşkusuyla heyecanlanarak kafesindeki bir kuş gibi atıyordu!,excitement
Mektubu yeniden katlayıp göğsüne koymak için acele eden bu iğrenç kadın sevinçle şöyle dedi: 'Bunu daha uzun süre inkar edecek misin?',excitement
"Çarşafın üzerinde duran mendili güçsüz elime alıp, sevinçle tavana fırlattığımı büyük bir keyifle hatırlıyorum.",excitement
"diye bağırdı Sarah Brown, ellerini kavuşturarak ve ikisini birden almayı teklif etmeden yukarı aşağı zıplayarak.",excitement
"Yaklaşımını ""tiz bir sevinç çığlığı ve dehşete düşmüş çocukların çığlıkları"" selamladı.",excitement
Guy çok heyecanlandı ve bir umut şöleni içinde Papaz Evi'ne doğru koştu.,excitement
"güzel yeni burun - taze sakal - masum burun - bakire ortaya çıktı - burun neşeyle dolu - baharın sakalı, aşkın küçük anahtarı!",excitement
"Falını anlatayım Geniş ve gezici havaya, Nazik, güler yüzlü havaya; Nadir coşkumu paylaşayım Sosyal, şarkılı havasıyla; Dünya ne derse desin, geçiş hakkı senin olacak.",excitement
Onun sözleri üzerine Tillie'nin yüreğinde vahşi bir coşku heyecanı oluştu.,excitement
Bu harika değil mi?” Yüzbaşı George'un yüzü kızarmıştı ve gözleri parlıyordu.,excitement
"Gözlerim yeni bir okyanus dünyasını ilk gören ve onun bilgisini tüm uluslara taşıyabilen ilk kişi olsaydı, zenginlik ve şöhretin ötesinde bana sevinç, coşku ve ödül gelirdi.",excitement
Jack büyük bir mutlulukla Eve'in kollarında bir aşağı bir yukarı zıpladı.,excitement
Çocuk çok sevindi ve hemen geri dönüp ona o şapkayı getirdi ve çok geçmeden senin ve benim kadar iyi görmeye başladı.,excitement
"Hatim-Thai, elçinin sözlerini duyunca sevinçle doldu ve onu bol bol yiyecek ve içecekle şımartmak için acele etti.",excitement
"Sevgi düşüncesi, kadın sevgisi beni coşkuyla heyecanlandırıyor ve varlığımı tuhaf mutluluk duygularıyla renklendiriyor.",excitement
"Gördüğünüz gibi neşeli ve coşkulu; alışkanlıkları - evet, bütün sabah sabahlığıyla burada oturuyor, sigara içiyor ve mürekkep döküyor; Lütfen halımı gözlemleyin.",excitement
"Böylece kalbim neşeyle dolu, bir süre ofise gidiyorum, sonra eve gidiyorum, akşam yemeğinden ve odamda biraz iş yaptıktan sonra Barker'a şarkımın bir kısmını öğrettikten sonra yatıyorum.",excitement
"Yüksek sesle bağırarak ve haykırarak tüm gazları sonuna kadar açtı ve pervaneler havaya ""ısırıldığında"" ve yaptıkları her devirde Kale'yi giderek daha hızlı ileri çekmeye başladığında iliklerine kadar heyecanlandı.",excitement
"Yönlendirildiler ve kaçışın acı Geçitlerine dönüştüler; ve ben, kovalamacayı seyrederken, Başkalarının eşi benzeri olmayan bir sevinçle karşılaştım;",excitement
"Ve Mukoki kıkırdadı, sırıttı ve kösele ellerini büyük bir neşeyle birbirine ovuşturdu.",excitement
"Güzel bir kadın ona sırlarını verdiğinde olması gerekenden daha fazla ilgilenmeyen bir İngiliz'e benzeyen Clement, heyecan ve tatmin duygusuyla bir sonraki önemli sözleri duymak için öne doğru eğildi.",excitement
"Sonra Rākshasas'ın en önde geleni olan Bibhisana'yı Lankā tahtına oturtmak çok kolay oldu, Rāma son derece kolaylaştı ve fazlasıyla sevindi.",excitement
"Hanımefendi, diye cevap verdi, onu içinde bulduğu uysal Mizahtan çok memnun kaldı, adam şu anda Bahçe Kapısında, ona Girişi vermek için sizin Anahtarınızdan başka bir isteği yok; daha fazlasını isterse size kendisi söyleyecektir.",excitement
"O zaman gittiler o güzel bebekler, Sevinerek o dalgaya, Sevinerek, Neşeli bir zihinle Horoz ata binmeliler.",excitement
"diye haykırdı Kaptan, ""Alvaston'un çapanın üzerinde gösterisini görmek mutlulukla yüz dolar kaybeder, efendim!""",excitement
"Kruger'ın anonsundan hemen sonra sesinde tuhaf bir heyecan duyuluyor: ""BISHOP TRANYON!""",excitement
Doğrudan bana geliyormuş gibi görünüyordu; ve kalbim sevindi.,excitement
"Madam, kralın kızgınlığı karşısında zafer sevinciyle dolmuştu; ve hikâyesinin tüm meselenin sonu olduğunu veya biteceğini düşünerek sevinçle doluydu.",excitement
"Bayan Saker, rengarenk şemsiyelerle dolu bahçenin yer aldığı geçit törenini incelerken aniden sevinç çığlıkları attı.",excitement
Yüreğim sevinçten coştu ve rüzgâr nefis kokusunu yaydı.,excitement
"Sonra Heorot'ta, sarayda ve Kral Hrothgar'da, Grendel'in Beowulf'un kopardığı elini görünce büyük bir sevinç yaşandı, onu kucakladı ve kutsadı; kendisi ve tüm arkadaşları muhteşem hediyelerle doluydu.",excitement
"Onlarla ilgili bu hikayeyi duyunca, onları çalılıkların arasında ilk gördüğümde beni fazla yakından görmekten alıkoyan şansıma yüksek sesle sevindim.",excitement
"Ve şimdi neredeyse çılgınca bir heyecana kapılarak yere vurarak şöyle haykırdı: ""Que picardia!",excitement
Yolcular içeri girer girmez sanki birdenbire sersemlemiş gibi yuvarlandılar.,excitement
"Daha sonra parlak gözleri şaşkınlıkla büyüyen ve güzel yanakları mutluluktan titreyen kadın, bu muhteşem rüyanın öyküsünü bir saygı hediyesi olarak efendisine sundu.",excitement
"Ve mızrağım yerindeyken hücum ettiğimde, sevinçle zafer kazanırım, Ve yüzüğü delip geçtiğimde, buna rağmen zayıflarım;",excitement
Tüm öfkeli duyguları anında keyifli bir coşkuya dönüştü - eli gördü - Henry Campbell'ın adını okudu.,excitement
"Bilge kadının söylediği gibi, tüm mutluluk ve mutluluk onlardaydı.",excitement
"Seryozhka bu gürültüyü dinliyor, binlerce gözün kendisine dikildiğini görüyor ve tembel adamın ruhu bir zafer ve zafer duygusuyla dolu.",excitement
"Böyle bir duyguyu, buna ne isim vereceğimi bilmiyorum, tüm sinirlerimi heyecanlandıran bir coşkuyu hissedeceğime asla inanmazdım.",excitement
"Tutarsız ve neşeli bir şekilde, Shakespeare'de oynamayı en çok istediğim şeyin bu olduğunu söyledim; Shakespeare'de her zaman yarı maaşla oynayacağımı hissetmiştim; bu--ah, ne dediğimi bilmiyorum!",excitement
Sevinçten atan bir kalple şapkamı çıkardım ve onlara doğru koşarken hoş geldin dedim!,excitement
"Okudum, sevindim ve yazar için tüm kalbimle dua ettim.",excitement
"O kadar neşeli ve neşeliydi ki, onu görünce sincaplar ciyaklayıp kaçıştı ve o ""Tra-la-la!"" şarkısını söyleyerek yanından geçerken sırtlanlar da uyum içinde güldüler.",excitement
"Çok mutlu olan Miles, o önemli 13 Ocak Pazar günü aceleyle Dışişleri Bakanlığı'na gitti ve bir Kabine toplantısının devam ettiğini gördü.",excitement
"India House'daki otuz dört yıllık çalışma hayatından serbest bırakılmanın sevincini yaşarken, ""Küçük bir oğlum olsaydı, ona 'Yapacak Hiçbir Şey Yok' adını verirdim"" diyor (Bu, ""Emekli Adam""da yer alıyor).",excitement
"Anastasia sözlerini net ve neşeli bir ses tonuyla tekrarladı: ""Koronun geçtiği koridorda onu gördüğünü sandın.",excitement
Oswald sinsi bir hareketle ellerini ovuşturdu ve gerçek bir neşeyle konuştu.,excitement
Ve Sophie gözleri parlayarak ve elleri mutluluktan kenetli bir halde dinledi.,excitement
Tüm Emily çetesi sevinç çığlıkları attı ve yattan cevap geldi.,excitement
"""Neşeli"" diye güldü; ""Bundan sonra şartlı tahliyemizi reddetmek kabalık olur.""",excitement
Kalbim çarpıyor; bir kadın kadar aptalca bir heyecan duygusuna sahibim!,excitement
"Curtis için kulakları sağır eden bir haykırış, ""Bermondsey'ler"" sevinçten neredeyse aklını kaçıracaktı.",excitement
"Kontes kendisine gösterilirken bağırdı: ""Sizi gördüğüme ne kadar sevindim!",excitement
Duyuru üzerine McClure çetesi ve partizanları sevinç çığlıkları attılar.,excitement
"Lahor'da da senden söz ettiklerini duyuyorum, Neşeli adımlarla yürüyorsun, Tırnakların kırmızı, avuçların pembe.",excitement
Fırtınadan yenik çıkan denizciler kendi sularına demir atarken kıyıda kaç tane sessiz şükran duası ve ne kadar heyecan verici ve neşeli bir haykırış yankılanacak!,excitement
Balık dikkatlice kancadan çıkarılıp bu amaç için getirilen pamuklu torbaya konulduğunda Willis'ten sevinç ve merak dolu bir ünlem duyuldu.,excitement
"Heyecandan iki elimle yastığı tuttum, neşeyle yukarı aşağı zıpladım ve biraz daha sessizleştiğimde şöyle dedim: ""Şimdi büyükanne, hadi hikayeyi anlatalım!""",excitement
"Gerginliğin muazzam bir şekilde yükseldiğini, hayatı boyunca bir tuğlayı camdan içeri atma arzusunu tatmin etmiş, bu yüzden tutuklanacağını bilen ve umursamayan bir adamın neşesini hissetti.",excitement
"Bana bunu söylediklerinde, durduğum yerde dizlerimin üzerine çöktüm ve çılgın bir coşku ve şükranla ağladım: ""Aman Tanrım!",excitement
"Artık şarap içebiliyorum ve şaraptan başka bir şey içmeyeceğim."" Başarılı bir serüveni hatırladığı için çok mutlu görünüyordu.",excitement
"Tekrar dönüyor, karanlığın ortasında el yordamıyla, Ve sarp, sümüksü yamaçlara dikkatle tırmanıyor, Ve şimdi görüyor, ah, sevinç!",excitement
Kutsanmış Prens'in doğduğu bu sevgili sabah coşkuyla şarkı söyle!,excitement
"Bunun üzerine gözleri sevinçten çılgınca döndü ve bağırdı: ""İşte bu!",excitement
İçine şiddetli bir sevinç dalgası yayıldı; ama hareket etmedi.,excitement
"Onu savaşta mağlup eden Rāma ve Lakshmana, savaşta aktif ve istikrarlıydı, son derece memnundular, korkunç Rākshasa'yı ana güçle kaldırdılar ve onu uluyarak (çukurun içine) fırlattılar.",excitement
Lord Denman'ın Talfourd'un masasının üzerinden şaşmaz bir neşe ve keyifle seslendiğini duydum; sanırım Sir Edward Ryan'a; Mayıs 1847'deki o keyifli akşam yemeğinden hayatta kalan birkaç kişiden biri.,excitement
"Ama neşeli bir çocuğun sesiyle konuşmaya başlamıştı bile: ""Ah!",excitement
"Çocuk vaadi tüm parlaklığıyla okudu ve buna inandı; baktı, sevindi ve işine döndü.",excitement
Bu nedenle Tibet büyükelçiliğinin yakında olduğu haberini duyunca çok sevindi.,excitement
"Artık gün batımı ışığıyla yıkanmış terasa doğru ilerlerken, Hugh'un yokluğunda hazırladığı odaya geçerken yüzünde bir neşe vardı.",excitement
Dışarıdan geliyormuş gibi görünen bir sevinç dalgası onu sardı.,excitement
Camımdan uçağın altına boyanmış üç renkli kokartı tanıyabildim ve bunu duyurduğumda çılgın bir sevinç çığlığı yükseldi.,excitement
"Ve Daçarātha'nın o erdemli oğlu, mutlu bir yürekle yoluna devam etti, dörtlü kuvvetlerden oluşan o devasa orduyla çevrelendi ve muazzam bir kargaşa yarattı.",excitement
Şapkasıyla ilgili bahis üzerine yakında Victoria diye ağlayacağını düşünüyor.,excitement
"Bugün ikimiz için de dışarıda olmak sevinçtir, Ben oğlan ruhlu bir kızım, Sen ise mahmuzların kızdırdığı bir atsın.",excitement
"Benim için acele etmeyin"" dedi Kalman, yeni sorumluluğundan gurur duyuyor ve yeni başarısından memnundu.",excitement
